ID,Name,DSM5 Criteria,Symptom of DSM5 Criteria,CUI,
S1079,task initiation,A3,difficulties adjusting behavior,C4062093,
S1080,task performance,A3,difficulties adjusting behavior,C0561744,
S1081,tendency to say things in ritualized way,A1,failure to respond to social interactions,C0233763,
S1082,tends to communicate by grunting and screaming,A2,lack of nonverbal communication,C0849961,
S1083,tends to relate to objects as their parts as opposed to their whole,B1,use of objects,C0813963,
S1084,tends to twirl ropes or strings throughout the house repetitively,B4,unusual interest in sensory aspects of the environment,C0560859,
S1085,tipping a cup of water into the sink over and over,B2,eat same food,C1971332,
S1086,toe walking,B2,rigid thinking patterns,C1850809,
S1087,toe-walking gait,B1,repetitive motor movements,C0427144,
S1088,totally unresponsive to efforts to engage subject interpersonally,A1,reduced sharing of affect,C1948140,
S1089,toys not used in any purposeful manner,A1,reduced sharing of interests,C3845660,
S1090,toys used in purposeful manner,B4,unusual interest in sensory aspects of the environment,C0577474,
S1091,transitioning ability,A3,difficulties adjusting behavior,C4061650,
S1092,trouble making eye contact,A2,abnormalities in eye contact,C0870532,
S1093,trouble playing with toys,A3,difficulties in making friends,C0577474,
S1094,turning objects,B1,flipping objects,C0541749,
S1095,twirling objects,B3,excessively circumscribed interest,C0233591,
S1096,turning light switch on and off repeatedly,B4,visual fascination with lights,C0541749,
S1097,turning water and light switches on and off,B4,visual fascination with lights,C2028268,
S1098,twirling and spinning,B3,excessively circumscribed interest,C0042571,
S1099,twisting nipples,B4,adverse response to specific textures,C0263491,
S1100,repetitively striking finger against table,B4,excessive touching of objects,C0158328,
S1101,unable to ask for things using words,B1,use of objects,C0849713,
S1102,unable to maintain conversation,A2,lack of nonverbal communication,C2364293,
S1103,unable to speak in sentences,A2,lack of nonverbal communication,C0849713,
S1104,unable to sustain conversation,A2,poorly integrated verbal communication,C2364293,
S1105,uncertain occasional direct gaze,A2,lack of facial expressions,C0553544,
S1106,understanding context,B3,highly restricted interests,C0162340,
S1107,understanding others' expectations,B4,unusual interest in sensory aspects of the environment,C2219927,
S1108,understanding the effect of one's actions,B4,excessive touching of objects,C0509487,
S1109,understands fewer than 50 words,A3,difficulties in making friends,C3843464,
S1110,understands many words,B4,visual fascination with lights,C2010447,
S1111,undue general sensitivity to noise,B4,unusual interest in sensory aspects of the environment,C0853819,
S1112,unintelligible speech,A2,lack of nonverbal communication,C0233718,
S1113,unintelligible vocalizations,A2,poorly integrated nonverbal communication,C0564182,
S1114,uninterested in interacting with family,A3,absence of interest in peers,C0015609,
S1115,uninterested in interacting with other children,A3,absence of interest in peers,C0814594,
S1116,uninterested in playing with other children,A3,absence of interest in peers,C2702612,
S1117,unresponsive to requests,A1,failure to initiate social interactions,C1948140,
S1118,unusual attachment so intrusive that it prevents many everyday activities,B4,unusual interest in sensory aspects of the environment,C2230008,
S1119,unusual attachment to objects,B4,excessive touching of objects,C2188220,
S1120,unusual hand movements,B1,repetitive motor movements,C2678184,
S1121,unusual noises,B4,excessive smelling,C2188220,
S1122,unusual posturing  jumping while holding crotch,B4,unusual interest in sensory aspects of the environment,C1845264,
S1123,unusual posturing,A3,difficulties adjusting behavior,C0872410,
S1124,unusual preoccupation that does not interfere with significant activities,B4,unusual interest in sensory aspects of the environment,C2317765,
S1125,unusual preoccupations,B3,preoccupation,C4067224,
S1126,unusual sensory interests,B4,unusual interest in sensory aspects of the environment,C0543488,
S1127,unusual sounds such as squealing or guttural sounds,B4,adverse response to specific sounds,C0232517,
S1128,unusuall or odd gaze,A2,lack of facial expressions,C0553544,
S1129,unusually negative reaction to minor changes in subjects own routines,B2,extreme distress at small changes,C0814567,
S1130,unusually negative reaction to trivial changes in the environment,B4,unusual interest in sensory aspects of the environment,C2045680,
S1131,upset if meals don't occur at exactly the same time,B2,eat same food,C0439055,
S1132,use of jargon,B1,use of objects,C4274524,
S1133,use of others body to communicate,B1,use of objects,C1948140,
S1134,uses examiner's hand as tool,B2,need to take same route,C2228514,
S1135,uses hand as tool,B1,use of objects,C0422881,
S1136,uses only single words,B3,highly restricted interests,C1838026,
S1137,uses people as objects,B1,use of objects,C2182632,
S1138,using language appropriately,A2,poorly integrated verbal communication,C0564213,
S1139,usually does not look up or pay attention when spoken to,B4,unusual interest in sensory aspects of the environment,C2317765,
S1140,usually looks up and pays attention when spoken to,B4,unusual interest in sensory aspects of the environment,C1619754,
S1141,usually plays alone,B2,need to take same route,C0032214,
S1142,usually resists undertaking any activity,B2,need to take same route,C0086439,
S1143,variety of pretend play,B1,use of objects,C1822065,
S1144,verbal communication,A2,poorly integrated verbal communication,C0150820,
S1145,verbal repetition,A2,poorly integrated verbal communication,C2018029,
S1146,verbal rituals,A3,difficulties adjusting behavior,C0439824,
S1147,very demanding of sameness,B2,insistence on sameness,C0474414,
S1148,very focused and intense on single objects to the point of tuning everyone out,B4,visual fascination with lights,C1971332,
S1149,very focused and intense on single activities to the point of tuning everyone out,B4,unusual interest in sensory aspects of the environment,C1971332,
S1150,very limited eye contact,B3,highly restricted interests,C0870532,
S1151,very limited in the quality of social interaction with other children,A1,failure to initiate social interactions,C4064666,
S1152,very little eye contact with others,A3,absence of interest in peers,C0743738,
S1153,very little eye contact,B3,highly restricted interests,C0870532,
S1154,very little in the way of social responsiveness or rapport,B4,unusual interest in sensory aspects of the environment,C4064666,
S1155,very little interaction with people around subject,B4,unusual interest in sensory aspects of the environment,C4064666,
S1156,very little spontaneous speech,A2,poorly integrated verbal communication,C0855217,
S1157,very little verbal response,A2,poorly integrated verbal communication,C2189313,
S1158,very poor eye contact,A2,abnormalities in eye contact,C1445953,
S1159,very preoccupied with cartoons,B4,visual fascination with lights,C2036486,
S1160,very rare or no spontaneous imitation,B2,need to take same route,C1838026,
S1161,very significant lack of interest in make-believe play,A3,difficulties in sharing imaginative play,C0424091,
S1162,walking on toes,B4,visual fascination with lights,C0427144,
S1163,walks in straight and specific patterns,B4,unusual interest in sensory aspects of the environment,C4064201,
S1164,"watches children, but doesn't participate",B3,highly restricted interests,C3843303,
S1165,watching wheels of trucks,B4,visual fascination with lights,C0517135,
S1166,waving things in front of subject's face,B4,unusual interest in sensory aspects of the environment,C0562591,
S1167,will not interact in a socially meaningful manner,A1,reduced sharing of interests,C4064666,
S1168,will not play with others,A1,failure to initiate social interactions,C4064319,
S1169,will repeatedly toss blocks to floor and watch them scatter,B2,need to take same route,C0560859,
S1170,withdrawal from social contact,A1,failure to initiate social interactions,C0424095,
S1171,"withdrawn, passive behavior",A3,difficulties adjusting behavior,C0178494,
S1172,won't play with other kids,A3,absence of interest in peers,C3843303,
S1173,word acquisition,B1,use of objects,C0023013,
S1174,zero interaction with people,B4,unusual interest in sensory aspects of the environment,C1287531,
S1175,zero interactive play,A2,poorly integrated verbal communication,C0032214,
S1176,aggressive language,A3,difficulties adjusting behavior,C0236826,
S1177,asperger disorder,B4,unusual interest in sensory aspects of the environment,C0236792,
S1178,attention of focus,B1,use of objects,C0589098,
S1179,autistic syndromes,E,intellectual developmental disorder,C0004352,
S1180,decreased reciprocity,A1,social-emotional reciprocity,C0871226,
S1181,decreased social interaction,A1,failure to initiate social interactions,C0037420,
S1182,decreased speech,A2,poorly integrated verbal communication,C0233715,
S1183,delayed language acquisition,A3,difficulties adjusting behavior,C0023012,
S1184,difficulty with change in routine,A3,difficulties adjusting behavior,C1718229,
S1185,expressive speech,A2,lack of nonverbal communication,C0233718,
S1186,finger flapping,B1,repetitive motor movements,C0233592,
S1187,head nodding,A2,lack of facial expressions,C0549240,
S1188,indifference,B4,apparent indifference to pain,C0085632,
S1189,initiating interactions,B3,highly fixated interests,C0086597,
S1190,initiating social overtures,A1,failure to initiate social interactions,C0814554,
S1191,initiation of social interaction,A1,failure to initiate social interactions,C0037420,
S1192,insistence on the same routine,B3,highly restricted interests,C4064178,
